序号,区域,国家,省份/州,城市,景区名称(中),景区名称(英),大类,细分类型,中国签证政策,游客口碑,亲子友好度,老人友好度,夫妻友好度,一人游友好度,适合儿童年龄段,儿童出行备注,建议游览时长,日均预算,预算货币,交通可达性,全年适宜度,最佳旅游季节,最佳月份,文化/生态/独特价值,基础设施与配套,性价比,旅游安全度,华人安全度,口碑方差,备注,综合加权满意度,特色活动与玩法,数据来源
70,东南亚,新加坡,,新加坡,鱼尾狮·滨海湾金沙,Merlion & Marina Bay Sands,景区,城市地标,互免签证,9.0,7.0,7.0,9.0,9.0,全年龄,城市地标，步行平坦,3,1100,RMB,10.0,9.0,四季,全年,8.0,10.0,7.0,9.8,9.5,0.7,新加坡新加坡城市地标,8.84,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
71,东南亚,新加坡,,新加坡,小印度·牛车水·甘榜格南,Little India & Chinatown,景区,多元文化,互免签证,8.5,7.0,7.0,8.0,9.0,全年龄,街区漫步，婴儿车可通行,4,800,RMB,10.0,9.0,四季,全年,8.0,9.5,8.5,9.8,9.5,1.1,新加坡新加坡多元文化,8.75,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
72,东南亚,新加坡,,新加坡,新加坡动物园与夜间动物园,,景区,生态乐园,,9.0,10.0,7.0,8.0,7.5,,,6,150,USD,9.0,8.0,全年,2-4月,8.5,9.5,7.0,9.5,9.5,0.8,新加坡新加坡生态乐园,8.71,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
73,东南亚,新加坡,,新加坡,圣淘沙·环球影城,Sentosa & USS,景区,主题乐园,互免签证,9.0,10.0,5.0,8.0,6.0,4-14岁,部分项目有身高限制(102-122cm),5,1200,RMB,10.0,9.0,四季,全年,7.5,10.0,6.5,9.8,9.5,0.9,新加坡新加坡主题乐园,8.59,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
74,东南亚,新加坡,,新加坡,圣淘沙岛环球影城,,景区,主题乐园,,9.0,10.0,6.0,8.0,7.0,,,8,220,USD,10.0,8.0,全年,2-4月,7.0,10.0,6.0,9.5,9.5,0.9,新加坡新加坡主题乐园,8.54,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
75,东南亚,新加坡,,新加坡,夜间动物园,Night Safari,景区,生态夜游,互免签证,9.0,9.0,5.0,8.0,6.0,4-12岁,夜间游览，太小可能害怕,3,1000,RMB,9.0,9.0,四季,全年,8.0,9.5,7.5,9.8,9.5,0.8,新加坡新加坡生态夜游,8.52,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
76,东南亚,新加坡,,新加坡,滨海湾花园+滨海湾,,景区,城市景观/亲子,否,9.1,9.4,8.9,8.8,9.0,3-12岁,,1天,2600,RMB,10.0,8.8,全年; 2-4月相对舒适,,8.8,9.8,6.8,9.5,9.3,1.0,未来主义超级树和花穹，新加坡名片,9.08,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
77,东南亚,柬埔寨,,暹粒,吴哥窟,Angkor Wat,景区,历史文化,落地签/电子签,9.5,6.0,4.0,9.0,9.0,10岁以上,体力消耗大，需能长时间步行,8,350,RMB,6.0,6.0,冬春,11-3月,10.0,7.0,9.0,6.5,6.5,0.7,高棉帝国石头史诗，人类建筑巅峰之一,7.6,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
78,东南亚,柬埔寨,,暹粒,巴戎寺(吴哥通王城),,景区,世界遗产,,9.2,5.0,5.0,9.0,9.0,,,5,60,USD,6.0,6.0,冬春,11-3月,10.0,6.5,9.0,7.0,7.0,1.4,柬埔寨暹粒世界遗产,7.6,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
79,东南亚,柬埔寨,,金边,金边皇宫与银阁寺,,景区,历史文化,,8.0,5.0,6.0,7.0,8.0,,,3,50,USD,8.0,8.0,冬春,11-3月,8.5,7.0,9.0,6.5,6.5,2.0,柬埔寨金边历史文化,7.33,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
80,东南亚,柬埔寨,,金边,金边皇宫·银殿,Royal Palace Phnom Penh,景区,历史文化,落地签/电子签,8.0,5.0,5.0,7.0,7.0,6岁以上,步行量中等,2,300,RMB,7.0,8.0,冬,11-2月,8.0,7.0,8.5,6.5,6.5,1.8,柬埔寨金边历史文化,7.05,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
81,东南亚,柬埔寨,,西哈努克,西哈努克港·高龙岛,Sihanoukville & Koh Rong,景区,海岛度假,落地签/电子签,8.0,6.0,4.0,8.0,7.0,8岁以上,有一定体力要求,5,350,RMB,5.0,5.0,冬春,11-4月,6.5,6.0,8.5,6.5,6.5,3.1,柬埔寨西哈努克海岛度假,6.58,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
82,东南亚,泰国,,曼谷,大皇宫与玉佛寺,,景区,历史文化,,8.7,7.0,7.0,8.5,9.0,,,3,60,USD,10.0,7.0,冬春,11-2月,9.5,8.5,9.0,7.5,7.5,1.9,曼谷地标，金碧辉煌的泰国皇家建筑群,8.37,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
83,东南亚,泰国,,清迈,双龙寺与古城,,景区,历史文化,,9.0,8.0,7.0,9.0,9.0,,,6,45,USD,8.0,7.0,冬春,11-2月,9.0,8.0,9.5,7.9,7.9,1.7,泰国清迈历史文化,8.36,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
84,东南亚,泰国,,清迈,清迈古城,Chiang Mai Old City,景区,历史文化,互免签证,9.0,7.0,7.0,9.0,9.0,全年龄,平坦古城，节奏慢适合带娃,5,400,RMB,8.0,8.0,冬,11-2月,8.5,8.0,9.5,7.5,7.5,1.4,泰国清迈历史文化,8.21,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
85,东南亚,泰国,,曼谷,大皇宫·玉佛寺,Grand Palace & Wat Phra Kaew,景区,历史文化,互免签证,9.0,6.0,5.0,8.0,8.0,6岁以上,步行量中等,3,500,RMB,9.0,8.0,冬春,11-3月,9.5,8.5,8.0,7.5,7.5,1.5,泰国曼谷历史文化,8.03,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
86,东南亚,泰国,,普吉岛,攀牙湾(007岛),,景区,自然海岛,,9.0,8.0,6.0,9.5,7.5,,,6,100,USD,7.0,7.0,冬春,11-4月,9.0,8.5,8.0,7.5,7.5,1.8,泰国普吉岛自然海岛,8.05,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
87,东南亚,泰国,,清迈,素贴山·双龙寺,Doi Suthep,景区,宗教文化,互免签证,8.8,6.0,5.0,9.0,9.0,6岁以上,步行量中等,3,400,RMB,8.0,7.0,冬,11-2月,8.5,8.0,9.0,7.5,7.5,1.6,泰国清迈宗教文化,7.93,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
88,东南亚,泰国,,清莱,白庙与蓝庙,,景区,文化艺术,,8.8,7.0,6.0,9.0,8.5,,,4,50,USD,6.0,6.0,冬春,11-2月,8.5,7.0,9.0,7.9,7.9,1.5,泰国清莱文化艺术,7.79,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
89,东南亚,泰国,,甲米,奥南海滩与四岛,,景区,海岛休闲,,8.8,7.0,5.0,9.5,8.0,,,6,80,USD,6.0,7.0,冬春,11-4月,9.0,7.5,8.5,8.0,8.0,1.8,泰国甲米海岛休闲,7.89,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
90,东南亚,泰国,,大城,大城历史公园,,景区,世界遗产,,8.5,5.0,5.0,8.0,8.5,,,5,50,USD,7.0,7.0,冬春,11-2月,9.5,7.0,9.0,8.0,8.0,1.6,泰国大城世界遗产,7.74,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
91,东南亚,泰国,,普吉岛,普吉岛,Phuket Island,景区,海岛度假,互免签证,8.8,8.0,5.0,9.0,7.0,8岁以上,中等体力要求,6,700,RMB,8.0,7.0,冬春,11-4月,7.5,8.5,7.5,7.5,7.5,2.6,泰国普吉岛海岛度假,7.79,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
92,东南亚,泰国,,大城,大城遗址,Ayutthaya Historical Park,景区,历史遗迹,互免签证,8.8,5.0,5.0,8.0,8.0,6岁以上,步行量中等,4,350,RMB,7.0,8.0,冬,11-2月,9.5,7.0,9.0,7.5,7.5,2.3,泰国大城历史遗迹,7.69,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
93,东南亚,泰国,,清莱,白庙·蓝庙·黑屋,White/Blue Temple & Black House,景区,宗教艺术,互免签证,9.0,6.0,5.0,8.0,8.0,6岁以上,步行量中等,3,350,RMB,6.0,7.0,冬,11-2月,9.0,7.5,9.0,7.5,7.5,2.1,泰国清莱宗教艺术,7.65,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
94,东南亚,泰国,,甲米,甲米·皮皮岛,Krabi & Phi Phi Islands,景区,海岛山水,互免签证,9.0,6.0,4.0,9.0,8.0,8岁以上,有一定体力要求,5,500,RMB,7.0,6.0,冬春,11-4月,8.5,7.5,8.5,7.5,7.5,1.8,泰国甲米海岛山水,7.64,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
95,东南亚,泰国,,华欣,华欣,Hua Hin,景区,海滨小城,互免签证,8.3,7.0,7.0,9.0,7.0,3-14岁,难度适中，有儿童友好设施,4,500,RMB,7.0,7.0,冬春,11-3月,7.0,8.0,8.0,7.5,7.5,2.1,泰国华欣海滨小城,7.62,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
96,东南亚,泰国,,素可泰,素可泰历史公园,Sukhothai Historical Park,景区,历史遗迹,互免签证,8.5,5.0,5.0,8.0,8.0,6岁以上,步行量中等,4,300,RMB,5.0,7.0,冬,11-2月,9.5,7.0,9.5,7.5,7.5,2.1,泰国素可泰历史遗迹,7.48,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
97,东南亚,泰国,,苏梅岛,安通国家海洋公园,,景区,海岛生态,,8.5,6.0,4.0,9.5,7.0,,,6,120,USD,6.0,6.0,冬春,12-4月,9.0,7.0,8.0,8.0,7.5,2.4,泰国苏梅岛海岛生态,7.49,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
98,东南亚,泰国,,芭提雅,芭提雅海滩与真理寺,,景区,海滨休闲,,8.0,8.0,6.0,8.0,7.0,,,5,60,USD,8.0,8.0,冬春,11-3月,7.0,8.0,8.0,7.0,7.0,3.5,泰国芭提雅海滨休闲,7.53,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
99,东南亚,泰国,,苏梅岛,苏梅岛,Koh Samui,景区,海岛度假,互免签证,8.5,7.0,5.0,9.0,7.0,8岁以上,中等体力要求,5,700,RMB,6.0,6.0,冬春夏,12-8月,7.5,8.0,7.5,7.5,7.5,2.2,泰国苏梅岛海岛度假,7.43,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
100,东南亚,泰国,,芭提雅,芭提雅,Pattaya,景区,海滨娱乐,互免签证,8.0,7.0,5.0,8.0,7.0,6岁以上,步行量中等,4,500,RMB,8.0,7.0,冬春,11-3月,6.5,8.0,7.5,7.5,7.5,3.5,泰国芭提雅海滨娱乐,7.38,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
101,东南亚,泰国,,拜县,拜县,Pai,景区,自然小镇,互免签证,8.5,5.0,4.0,9.0,9.0,8岁以上,有一定体力要求,4,300,RMB,5.0,6.0,冬,11-2月,7.5,6.5,9.0,7.5,7.5,2.2,泰国拜县自然小镇,7.22,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
102,东南亚,泰国,,清迈,古城+素贴山,,景区,文化城市,否,9.0,8.4,8.0,9.1,8.9,5-15岁,,1-2天,1000,RMB,8.0,8.2,11月-次年2月,,8.5,8.2,9.4,8.0,8.6,1.6,泰国清迈文化城市,8.54,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
103,东南亚,泰国,,普吉/攀牙,攀牙湾,,景区,海岛风光,否,8.8,8.2,6.6,9.2,8.2,5-12岁,,1天,1500,RMB,7.2,7.5,11月-次年4月,,8.8,7.0,8.4,7.8,8.0,1.7,泰国普吉/攀牙海岛风光,8.05,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
104,东南亚,缅甸,,仰光,大金塔,Shwedagon Pagoda,景区,宗教文化,电子签证,9.0,5.0,5.0,8.0,8.0,6岁以上,步行量中等,2,250,RMB,5.0,7.0,冬,11-2月,9.5,7.0,9.5,5.5,5.0,1.5,缅甸仰光宗教文化,7.07,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
105,东南亚,缅甸,,蒲甘,蒲甘古城,Bagan Ancient City,景区,历史文化,电子签证,9.2,4.0,4.0,9.0,9.0,6岁以上,骑行为主，幼儿需大人带,6,250,RMB,4.0,5.0,冬,11-2月,10.0,6.0,9.5,5.5,5.0,2.1,缅甸蒲甘历史文化,6.89,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
106,东南亚,缅甸,,蒲甘,蒲甘佛塔群,,景区,世界遗产,,9.0,4.0,4.0,8.5,9.0,,,8,40,USD,4.0,5.0,冬,11-2月,10.0,5.0,9.5,5.4,4.9,2.2,缅甸蒲甘世界遗产,6.7,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
107,东南亚,老挝,,琅勃拉邦,琅勃拉邦古城,Luang Prabang,景区,历史文化,落地签,9.0,5.0,5.0,9.0,9.0,6岁以上,步行量中等,4,250,RMB,5.0,6.0,冬,11-2月,9.5,6.5,9.5,7.5,7.5,1.1,老挝琅勃拉邦历史文化,7.58,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
108,东南亚,老挝,,琅勃拉邦,光西瀑布,,景区,自然风光,,8.8,7.0,4.0,8.5,8.0,,,4,35,USD,5.0,5.0,冬春,11-3月,8.5,5.5,9.5,8.0,7.5,1.7,老挝琅勃拉邦自然风光,7.34,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
109,东南亚,老挝,,万象,塔銮,,景区,宗教文化,,8.0,4.0,6.0,7.0,8.0,,,2,30,USD,7.0,8.0,冬春,11-3月,8.5,6.5,9.5,7.5,7.0,1.1,老挝万象宗教文化,7.32,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
110,东南亚,老挝,,万象,塔銮·佛像公园,Pha That Luang & Buddha Park,景区,宗教文化,落地签,7.8,5.0,5.0,7.0,7.0,6岁以上,步行量中等,3,200,RMB,5.0,7.0,冬,11-2月,7.5,6.0,9.0,7.5,7.5,1.7,老挝万象宗教文化,6.9,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
111,东南亚,菲律宾,,长滩岛,长滩岛白沙滩,Boracay White Beach,景区,海岛度假,免签14天,8.8,7.0,5.0,9.0,7.0,8岁以上,中等体力要求,5,500,RMB,6.0,6.0,旱季,11-5月,7.5,7.5,8.0,6.4,5.6,2.8,菲律宾长滩岛海岛度假,7.13,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
112,东南亚,菲律宾,,长滩岛,白沙滩,,景区,海岛度假,,8.5,7.0,5.0,9.5,7.0,,,5,80,USD,6.0,7.0,旱季,11-5月,7.5,7.5,8.0,6.4,5.4,2.8,菲律宾长滩岛海岛度假,7.16,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
113,东南亚,菲律宾,,薄荷岛,巧克力山与眼镜猴,,景区,自然奇观,,8.5,7.0,5.0,8.5,7.5,,,5,60,USD,5.0,7.0,旱季,12-5月,8.5,6.5,8.5,6.4,5.4,2.3,菲律宾薄荷岛自然奇观,7.05,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
114,东南亚,菲律宾,,巴拉望,爱妮岛与地下河,,景区,自然奇观,,9.2,6.0,3.0,9.5,8.0,,,8,80,USD,4.0,6.0,旱季,11-5月,10.0,6.0,8.5,6.5,5.5,2.0,菲律宾巴拉望自然奇观,7.08,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
115,东南亚,菲律宾,,薄荷岛,巧克力山·眼镜猴,Chocolate Hills & Tarsier,景区,自然生态,免签14天,8.5,7.0,5.0,8.0,7.0,6岁以上,步行量中等,4,400,RMB,5.0,6.0,旱季,12-5月,8.0,7.0,8.5,6.4,5.6,2.2,菲律宾薄荷岛自然生态,6.96,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
116,东南亚,菲律宾,,巴拉望,爱妮岛,"El Nido, Palawan",景区,海岛探险,免签14天,9.3,5.0,3.0,9.0,8.0,8岁以上,跳岛+浮潜，需基本水性,6,500,RMB,4.0,5.0,旱季,12-5月,9.5,6.0,8.5,6.4,5.6,2.6,菲律宾巴拉望海岛探险,6.9,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
117,东南亚,菲律宾,,宿务,奥斯洛布鲸鲨·嘉华山瀑布,Oslob & Kawasan Falls,景区,海洋瀑布,免签14天,8.8,5.0,3.0,8.0,7.0,12岁以上,险峻山路，幼儿危险,5,400,RMB,6.0,6.0,旱季,12-5月,8.0,7.0,8.5,6.5,6.0,2.6,菲律宾宿务海洋瀑布,6.91,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
118,东南亚,菲律宾,,宿务,奥斯洛布鲸鲨,,景区,自然体验,,8.5,5.0,3.0,8.0,7.5,,,5,60,USD,6.0,7.0,全年,11-5月,8.5,6.5,8.5,6.5,5.5,2.8,菲律宾宿务自然体验,6.88,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
119,东南亚,菲律宾,,马尼拉,马尼拉老城区,"Intramuros, Manila",景区,历史文化,免签14天,7.8,5.0,5.0,6.0,7.0,6岁以上,步行量中等,3,400,RMB,8.0,8.0,冬春,12-5月,7.5,7.0,8.0,6.0,6.0,2.3,菲律宾马尼拉历史文化,6.83,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
120,东南亚,菲律宾,,巴拉望,爱妮岛/科隆,,景区,海岛风光,否,9.4,8.0,5.8,9.4,8.8,5-12岁,,2-3天,1800,RMB,5.8,7.4,11月-次年5月,,9.3,5.8,8.8,6.3,5.6,2.4,菲律宾巴拉望海岛风光,7.54,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
121,东南亚,菲律宾,,薄荷岛,巧克力山+海豚/眼镜猴,,景区,亲子自然,否,8.7,8.8,6.7,8.2,7.8,3-12岁,,1-2天,1200,RMB,6.2,7.8,12月-次年5月,,8.0,6.2,8.9,6.4,5.6,2.5,菲律宾薄荷岛亲子自然,7.37,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
122,东南亚,越南,,会安,会安古镇,,景区,世界遗产,,9.0,7.0,7.0,9.5,9.0,,,5,45,USD,7.0,7.0,春,2-4月,9.5,7.5,9.5,8.0,8.0,1.1,越南会安世界遗产,8.28,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
123,东南亚,越南,,会安,会安古城,Hoi An Ancient Town,景区,历史文化,电子签证,9.2,7.0,7.0,10.0,9.0,全年龄,灯笼古城，平坦好走,4,300,RMB,7.0,7.0,春,2-5月,9.0,7.5,9.5,7.5,7.0,1.6,越南会安历史文化,8.14,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
124,东南亚,越南,,河内,还剑湖与三十六行街,,景区,历史文化,,8.5,6.0,6.0,8.0,9.0,,,4,50,USD,9.0,8.0,春秋,10-4月,8.5,7.5,9.5,7.5,7.5,1.9,越南河内历史文化,7.97,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
125,东南亚,越南,,胡志明市,战争遗迹博物馆与中央邮局,,景区,历史文化,,8.5,5.0,7.0,7.5,9.0,,,3,55,USD,9.0,8.0,冬春,12-4月,8.5,8.0,9.0,7.5,7.5,1.8,越南胡志明市历史文化,7.94,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
126,东南亚,越南,,岘港,巴拿山与灵应寺,,景区,综合度假,,8.5,8.0,5.0,9.0,7.0,,,6,50,USD,7.0,7.0,春,2-5月,8.0,8.0,8.5,8.0,7.5,2.2,越南岘港综合度假,7.79,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
127,东南亚,越南,,河内,下龙湾,Ha Long Bay,景区,自然海湾,电子签证,8.5,6.0,5.0,9.0,7.0,8岁以上,中等体力要求,6,400,RMB,7.0,6.0,秋冬春,10-4月,9.5,7.0,8.5,7.0,6.5,3.0,越南海上桂林，两千座石灰岩岛屿,7.47,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
128,东南亚,越南,,宁平,长安名胜群,Trang An Scenic Landscape,景区,自然山水,电子签证,9.0,6.0,5.0,9.0,7.0,8岁以上,中等体力要求,5,300,RMB,6.0,6.0,秋冬春,10-4月,9.5,7.0,9.5,7.5,7.0,1.7,越南宁平自然山水,7.63,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
129,东南亚,越南,,岘港,巴拿山·金桥,Ba Na Hills & Golden Bridge,景区,现代景观,电子签证,8.8,8.0,5.0,9.0,7.0,8岁以上,中等体力要求,5,400,RMB,7.0,7.0,春,2-5月,7.5,8.0,8.0,7.5,7.0,2.1,越南岘港现代景观,7.64,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
130,东南亚,越南,,顺化,顺化皇城,Hue Imperial Citadel,景区,历史文化,电子签证,8.5,5.0,5.0,8.0,8.0,6岁以上,步行量中等,4,300,RMB,7.0,7.0,春,2-5月,9.0,7.0,9.0,7.5,7.0,1.8,越南顺化历史文化,7.51,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
131,东南亚,越南,,胡志明市,古芝地道,Cu Chi Tunnels,景区,历史军事,电子签证,8.5,6.0,4.0,7.0,8.0,8岁以上,地道狭窄黑暗，幼儿可能害怕,3,300,RMB,8.0,8.0,冬春,11-4月,8.0,7.0,9.0,7.5,7.0,2.3,越南胡志明市历史军事,7.45,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
132,东南亚,越南,,富国岛,富国岛,Phu Quoc Island,景区,海岛度假,电子签证,8.5,7.0,5.0,9.0,7.0,8岁以上,中等体力要求,5,500,RMB,6.0,7.0,冬春,11-4月,7.0,8.0,8.0,7.5,7.0,2.5,越南富国岛海岛度假,7.4,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
133,东南亚,越南,,沙巴(越南),番西邦峰与梯田,,景区,自然人文,,8.8,5.0,3.0,8.5,8.5,,,8,50,USD,5.0,4.0,秋,9-11月,9.0,6.0,9.0,7.0,7.0,2.3,越南沙巴(越南)自然人文,7.05,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
134,东南亚,越南,,沙巴(越南),沙巴梯田,Sapa Rice Terraces,景区,自然人文,电子签证,8.8,4.0,3.0,8.0,8.0,10岁以上,体力要求较高,6,300,RMB,5.0,5.0,秋,9-11月,8.5,6.0,9.0,7.5,7.0,2.2,越南沙巴(越南)自然人文,6.96,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
135,东南亚,马来西亚,,吉隆坡,双子塔与独立广场,,景区,都市地标,,8.8,8.0,7.0,8.5,9.0,,,4,70,USD,10.0,8.0,全年,5-9月,8.0,9.5,8.0,8.2,8.5,1.7,马来西亚吉隆坡都市地标,8.54,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
136,东南亚,马来西亚,,槟城,乔治市历史区,,景区,世界遗产,,9.0,8.0,7.0,9.0,9.0,,,6,70,USD,8.0,8.0,全年,12-3月,9.0,8.0,8.5,8.2,8.7,0.8,马来西亚槟城世界遗产,8.45,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
137,东南亚,马来西亚,,槟城,乔治城历史区,George Town Heritage,景区,历史文化,互免签证,9.0,7.0,6.0,9.0,9.0,3-14岁,难度适中，有儿童友好设施,4,400,RMB,7.0,8.0,少雨季,12-3月,9.0,8.0,9.0,7.5,8.0,1.3,马来西亚槟城历史文化,8.14,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
138,东南亚,马来西亚,,吉隆坡,双子塔·黑风洞,Petronas & Batu Caves,景区,城市地标,互免签证,8.8,7.0,5.0,8.0,8.0,6岁以上,步行量中等,4,500,RMB,9.0,8.0,四季,3-9月,8.0,9.0,8.5,7.5,8.0,1.3,马来西亚吉隆坡城市地标,8.05,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
139,东南亚,马来西亚,,兰卡威,兰卡威天空之桥与地质公园,,景区,海岛自然,,8.8,7.0,5.0,9.5,7.0,,,6,90,USD,7.0,7.0,冬春,11-3月,9.0,8.0,8.0,8.2,8.5,2.0,马来西亚兰卡威海岛自然,8.01,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
140,东南亚,马来西亚,,马六甲,马六甲历史城区,Malacca Historic City,景区,历史文化,互免签证,8.5,7.0,7.0,8.0,8.0,3-14岁,难度适中，有儿童友好设施,4,400,RMB,7.0,8.0,全年,12-3月,9.0,8.0,9.0,7.5,8.0,1.3,马来西亚马六甲历史文化,7.99,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
141,东南亚,马来西亚,,沙巴,仙本那与京那巴鲁山,,景区,自然生态,,9.0,7.0,4.0,9.0,8.0,,,8,80,USD,5.0,6.0,春,3-5月,9.5,7.0,8.5,8.0,7.5,1.1,马来西亚沙巴自然生态,7.64,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
